action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7760826,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(C)C=O,,,CHEMBL1909046,,,,CHEMBL268291,DIMETHYLFORMAMIDE,CHEMBL268291,,0,,1539967,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7761810,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,,CHEMBL1909046,,,,CHEMBL157138,LISURIDE,CHEMBL157138,,0,,1539894,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7762336,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(C)C(=N)NC(=N)N,,,CHEMBL1909046,,,,CHEMBL1431,METFORMIN,CHEMBL1431,,0,,1539927,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7762457,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,COC(=O)c1ccccc1O,,,CHEMBL1909046,,,,CHEMBL108545,METHYL SALICYLATE,CHEMBL108545,,0,,1539935,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7762552,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,COCCc1ccc(OCC(O)CNC(C)C)cc1,,,CHEMBL1909046,,,,CHEMBL13,METOPROLOL,CHEMBL13,,0,,1539943,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7763129,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,,,CHEMBL1909046,,,,CHEMBL406,INDAPAMIDE,CHEMBL406,,0,,1539846,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7763251,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,,,CHEMBL1909046,,,,CHEMBL481,IRINOTECAN,CHEMBL481,,0,,1539854,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7763372,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,,,CHEMBL1909046,,,,CHEMBL1384,KANAMYCIN,CHEMBL1384,,0,,1539862,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7763447,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,,,CHEMBL1909046,,,,CHEMBL2252949,(-)-CAMPHOR,CHEMBL2252949,,0,,1539870,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7763561,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1909062,LEAD (II) ACETATE,CHEMBL1909062,,0,,1539878,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7763691,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[N+](C)(C)C[C@H](O)CC(=O)[O-],,,CHEMBL1909046,,,,CHEMBL1149,LEVOCARNITINE,CHEMBL1149,,0,,1539886,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7764033,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,,,CHEMBL1909046,,,,CHEMBL98350,LY-294002,CHEMBL98350,,0,,1539903,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7764129,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1909069,,CHEMBL1909069,,0,,1539911,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7764252,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,,,CHEMBL1909046,,,,CHEMBL599,MELOXICAM,CHEMBL599,,0,,1539919,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7764852,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,,,CHEMBL1909046,,,,CHEMBL189,MILRINONE,CHEMBL189,,0,,1539952,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7764957,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,,,CHEMBL1909046,,,,CHEMBL787,MONTELUKAST,CHEMBL787,,0,,1539960,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7765085,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,,,CHEMBL1909046,,,,CHEMBL1333512,"N,N'-DIPHENYL-P-PHENYLENEDIAMINE",CHEMBL1333512,,0,,1539968,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7765964,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL1009,LEVODOPA,CHEMBL1009,,0,,1539887,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7766069,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,,,CHEMBL1909046,,,,CHEMBL561,LOMEFLOXACIN,CHEMBL561,,0,,1539895,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7766585,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN(C)CCN(Cc1cccs1)c1ccccn1,,,CHEMBL1909046,,,,CHEMBL1411979,METHAPYRILENE,CHEMBL1411979,,0,,1539928,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7766724,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL459,METHYLDOPA,CHEMBL459,,0,,1539936,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7766824,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1ncc([N+](=O)[O-])n1CCO,,,CHEMBL1909046,,,,CHEMBL137,METRONIDAZOLE,CHEMBL137,,0,,1539944,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7767395,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,,,CHEMBL1909046,,,,CHEMBL5483011,,CHEMBL115,,0,,1539847,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7767519,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O,,,CHEMBL1909046,,,,CHEMBL1712923,IRSOGLADINE MALEATE,CHEMBL136497,,0,,1539855,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7767638,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CNC1(c2ccccc2Cl)CCCCC1=O,,,CHEMBL1909046,,,,CHEMBL742,KETAMINE,CHEMBL742,,0,,1539863,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7767722,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL245416,L-MIMOSINE,CHEMBL245416,,0,,1539871,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7767845,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,,,,CHEMBL1909046,,,,CHEMBL1909063,LEAD(IV) ACETATE,CHEMBL1909063,,0,,1539879,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7768304,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C,,,CHEMBL1909046,,,,CHEMBL1909065,MADURAMICIN,CHEMBL1909065,,0,,1539904,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7768410,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,,,CHEMBL1909046,,,,CHEMBL685,MEBENDAZOLE,CHEMBL685,,0,,1539912,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7768535,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,,,CHEMBL1909046,,,,CHEMBL852,MELPHALAN,CHEMBL852,,0,,1539920,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7769139,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],,,CHEMBL1909046,,,,CHEMBL802,MINOXIDIL,CHEMBL802,,0,,1539953,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,,7769231,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1,,,CHEMBL1909046,,,"{'bei': '15.44', 'le': '0.31', 'lle': '3.42', 'sei': '8.48'}",CHEMBL60889,MOSAPRIDE,CHEMBL60889,6.51,0,http://www.openphacts.org/units/Nanomolar,1539961,=,15,1,=,,IC50,nM,,305.6,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,uM,UO_0000065,,0.3056
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7769365,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccc2cc(CCC(C)=O)ccc2c1,,,CHEMBL1909046,,,,CHEMBL1070,NABUMETONE,CHEMBL1070,,0,,1539969,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7770120,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,,,CHEMBL1909046,,,,CHEMBL960,LEFLUNOMIDE,CHEMBL960,,0,,1539880,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7770358,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,O=NN(CCCl)C(=O)NC1CCCCC1,,,CHEMBL1909046,,,,CHEMBL514,LOMUSTINE,CHEMBL514,,0,,1539896,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7770874,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cn1ccnc1S,,,CHEMBL1909046,,,,CHEMBL1515,METHIMAZOLE,CHEMBL1515,,0,,1539929,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7771003,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,,CHEMBL1909046,,,,CHEMBL1201356,METHYLERGONOVINE,CHEMBL1201356,,0,,1539937,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7771115,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)(C(=O)c1cccnc1)c1cccnc1,,,CHEMBL1909046,,,,CHEMBL934,METYRAPONE,CHEMBL934,,0,,1539945,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7771678,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,,CHEMBL1909046,,,,CHEMBL6,INDOMETHACIN,CHEMBL6,,0,,1539848,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7771805,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,C/C=C\c1ccc(O)c(OC)c1,,,CHEMBL1909046,,,,CHEMBL445206,ISOEUGENOL,CHEMBL445206,,0,,1539856,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7771909,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,CHEMBL1909046,,,,CHEMBL157101,KETOCONAZOLE,CHEMBL157101,,0,,1539864,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,,7771995,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,,,CHEMBL1909046,,,"{'bei': '17.48', 'le': '0.33', 'lle': '3.60', 'sei': '6.01'}",CHEMBL429,LABETALOL,CHEMBL429,5.74,0,http://www.openphacts.org/units/Nanomolar,1539872,=,15,1,=,,IC50,nM,,1815.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,uM,UO_0000065,,1.815
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7772260,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,,,CHEMBL1909046,,,,CHEMBL5315124,LEVOFLOXACIN,CHEMBL33,,0,,1539888,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7772593,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.N,,,CHEMBL1909046,,,,CHEMBL2105807,MADURAMICIN,CHEMBL1909065,,0,,1539905,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7772696,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,,,CHEMBL1909046,,,,CHEMBL509,MECLOFENAMIC ACID,CHEMBL509,,0,,1539913,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,,7772800,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,,,CHEMBL1909046,,,"{'bei': '21.72', 'le': '0.42', 'lle': '2.11', 'sei': '104.09'}",CHEMBL395110,MEPAZINE,CHEMBL395110,6.75,0,http://www.openphacts.org/units/Nanomolar,1539921,=,15,1,=,,IC50,nM,,180.0,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,uM,UO_0000065,,0.18
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7773414,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,,,CHEMBL1909046,,,,CHEMBL105,MITOMYCIN,CHEMBL105,,0,,1539954,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7773500,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,COc1nc(C)nc(Cl)c1NC1=NCCN1,,,CHEMBL1909046,,,,CHEMBL19236,MOXONIDINE,CHEMBL19236,,0,,1539962,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7773637,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,,,CHEMBL1909046,,,,CHEMBL521606,NADOLOL,CHEMBL521606,,0,,1539970,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
,Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured),7774249,[],CHEMBL1909110,DRUGMATRIX: Sigma1 radioligand binding (ligand: [3H] Haloperidol),B,,,BAO_0000190,BAO_0000249,cell membrane format,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,,,CHEMBL1909046,,,,CHEMBL460291,LACIDIPINE,CHEMBL460291,,0,,1539873,,15,0,,,IC50,,,,CHEMBL287,Homo sapiens,Sigma opioid receptor,9606,,,IC50,,,,
